fy,quarter,budget_function_code,budget_function_name,budget_subfunction_code,budget_subfunction_name,amount,total
2021,4,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,2639912488.96,
2021,4,500,"Education, Training, Employment, and Social Services",504,Training and employment,15438542217.32,
2021,4,500,"Education, Training, Employment, and Social Services",505,Other labor services,2864333703.88,
2021,4,500,"Education, Training, Employment, and Social Services",506,Social services,28114650333.75,
2021,4,550,Health,551,Health care services,935992991743.52,
2021,4,550,Health,552,Health research and training,58255679961.21,
2021,4,550,Health,554,Consumer and occupational health and safety,9835010309.85,
2021,4,570,Medicare,571,Medicare,1382370688566.41,
2021,4,600,Income Security,601,General retirement and disability insurance (excluding social se,26886626522.83,
2021,4,600,Income Security,602,Federal employee retirement and disability,164219914118.36,
2021,4,600,Income Security,603,Unemployment compensation,624058862330.64,
2021,4,600,Income Security,604,Housing assistance,104889112950.33,
2021,4,600,Income Security,605,Food and nutrition assistance,189470144575.49,
2021,4,600,Income Security,609,Other income security,889797106776.32,
2021,4,650,Social Security,651,Social security,1185722995696.06,
2021,4,700,Veterans Benefits and Services,701,Income security for veterans,117989669485.57,
2021,4,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",12801601138.46,
2021,4,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,108813964807.6,
2021,4,700,Veterans Benefits and Services,704,Veterans housing,874491227.15,
2021,4,700,Veterans Benefits and Services,705,Other veterans benefits and services,17277006909.29,
2021,4,750,Administration of Justice,751,Federal law enforcement activities,62132154485.47,
2021,4,750,Administration of Justice,752,Federal litigative and judicial activities,11406086942.39,
2021,4,750,Administration of Justice,753,Federal correctional activities,8940729807.74,
2021,4,750,Administration of Justice,754,Criminal justice assistance,5536671114.03,
2021,4,800,General Government,801,Legislative functions,723030772.57,
2021,4,800,General Government,802,Executive direction and management,632337124.81,
2021,4,800,General Government,803,Central fiscal operations,356528201194.51,
2021,4,800,General Government,804,General property and records management,36205244036.74,
2021,4,800,General Government,805,Central personnel management,47250101106.79,
2021,4,800,General Government,806,General purpose fiscal assistance,250341570965.35,
2021,4,800,General Government,808,Other general government,9124593434.83,
2021,4,900,Net Interest,901,Interest on Treasury debt securities (gross),562388232682.17,
2021,4,900,Net Interest,908,Other interest,17164928214.09,
2022,1,000,Governmental Receipts,000,Governmental Receipts,0.0,
2022,1,050,National Defense,051,Department of Defense-Military,239666679674.02,
2022,1,050,National Defense,053,Atomic energy defense activities,10488787988.34,
2022,1,050,National Defense,054,Defense-related activities,124747449959.81,
2022,1,150,International Affairs,151,International development and humanitarian assistance,4935369164.07,
2022,1,150,International Affairs,152,International security assistance,866646784.02,
2022,1,150,International Affairs,153,Conduct of foreign affairs,2547715361.39,
2022,1,150,International Affairs,154,Foreign information and exchange activities,336160488.25,
2022,1,150,International Affairs,155,International financial programs,777524290.46,
2022,1,250,"General Science, Space, and Technology",251,General science and basic research,2863882111.07,
2022,1,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",4764864465.71,
2022,1,270,Energy,271,Energy supply,2284900742.91,
2022,1,270,Energy,272,Energy conservation,385584990.45,
2022,1,270,Energy,274,Emergency energy preparedness,90543395.71,
2022,1,270,Energy,276,"Energy information, policy, and regulation",358176328.36,
2022,1,300,Natural Resources and Environment,301,Water resources,6403838813.56,
2022,1,300,Natural Resources and Environment,302,Conservation and land management,3773232525.54,
2022,1,300,Natural Resources and Environment,303,Recreational resources,799119260.53,
2022,1,300,Natural Resources and Environment,304,Pollution control and abatement,5167006075.09,
2022,1,300,Natural Resources and Environment,306,Other natural resources,1701991050.46,
2022,1,350,Agriculture,351,Farm income stabilization,10643918673.04,
2022,1,350,Agriculture,352,Agricultural research and services,2430326614.78,
2022,1,370,Commerce and Housing Credit,371,Mortgage credit,860916440.94,
2022,1,370,Commerce and Housing Credit,373,Deposit insurance,858863086.73,
2022,1,370,Commerce and Housing Credit,376,Other advancement of commerce,16875095008.65,
2022,1,400,Transportation,400,Transportation,0.0,
2022,1,400,Transportation,401,Ground transportation,130266613166.93,
2022,1,400,Transportation,402,Air transportation,12324054845.49,
2022,1,400,Transportation,403,Water transportation,1978134190.36,
2022,1,400,Transportation,407,Other transportation,278760368.09,
2022,1,450,Community and Regional Development,451,Community development,1274724873.35,
2022,1,450,Community and Regional Development,452,Area and regional development,15325162666.18,
2022,1,450,Community and Regional Development,453,Disaster relief and insurance,20619435844.86,
2022,1,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",39553112192.42,
2022,1,500,"Education, Training, Employment, and Social Services",502,Higher education,3405418586.2,
2022,1,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,869534689.62,
2022,1,500,"Education, Training, Employment, and Social Services",504,Training and employment,3590579831.23,
2022,1,500,"Education, Training, Employment, and Social Services",505,Other labor services,746875486.45,
2022,1,500,"Education, Training, Employment, and Social Services",506,Social services,5080349137.7,
2022,1,550,Health,551,Health care services,262256388967.19,
2022,1,550,Health,552,Health research and training,6912949992.59,
2022,1,550,Health,554,Consumer and occupational health and safety,2039201903.19,
2022,1,570,Medicare,571,Medicare,343596811033.0,
2022,1,600,Income Security,601,General retirement and disability insurance (excluding social se,6182545343.4,
2022,1,600,Income Security,602,Federal employee retirement and disability,41150096803.73,
2022,1,600,Income Security,603,Unemployment compensation,57943893059.26,
2022,1,600,Income Security,604,Housing assistance,25750674575.44,
2022,1,600,Income Security,605,Food and nutrition assistance,51739838381.67,
2022,1,600,Income Security,609,Other income security,96329195253.82,
2022,1,650,Social Security,651,Social security,310026477545.25,
2022,1,700,Veterans Benefits and Services,701,Income security for veterans,34613639109.83,
2022,1,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",3182249100.29,
2022,1,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,28310213815.86,
2022,1,700,Veterans Benefits and Services,704,Veterans housing,34475680.95,
2022,1,700,Veterans Benefits and Services,705,Other veterans benefits and services,4092053087.41,
2022,1,750,Administration of Justice,751,Federal law enforcement activities,14270884860.18,
2022,1,750,Administration of Justice,752,Federal litigative and judicial activities,2974878072.22,
2022,1,750,Administration of Justice,753,Federal correctional activities,1646960165.25,
2022,1,750,Administration of Justice,754,Criminal justice assistance,2171546676.96,
2022,1,800,General Government,801,Legislative functions,179712384.96,
2022,1,800,General Government,802,Executive direction and management,151019072.3,
2022,1,800,General Government,803,Central fiscal operations,49812516413.12,
2022,1,800,General Government,804,General property and records management,8141191288.49,
2022,1,800,General Government,805,Central personnel management,11710042704.63,
2022,1,800,General Government,806,General purpose fiscal assistance,4274314872.01,
2022,1,800,General Government,808,Other general government,723411967.83,
2022,1,900,Net Interest,901,Interest on Treasury debt securities (gross),152937095265.01,
2022,1,900,Net Interest,908,Other interest,5191500705.12,
2022,2,000,Governmental Receipts,000,Governmental Receipts,0.0,
2022,2,050,National Defense,051,Department of Defense-Military,474362595412.15,
2022,2,050,National Defense,053,Atomic energy defense activities,15086881817.65,
2022,2,050,National Defense,054,Defense-related activities,127606537998.89,
2022,2,150,International Affairs,151,International development and humanitarian assistance,10735897576.8,
2022,2,150,International Affairs,152,International security assistance,1386578687.26,
2022,2,150,International Affairs,153,Conduct of foreign affairs,6184653123.27,
2022,2,150,International Affairs,154,Foreign information and exchange activities,616892308.33,
2022,2,150,International Affairs,155,International financial programs,806576193.67,
2022,2,250,"General Science, Space, and Technology",251,General science and basic research,4860303167.87,
2022,2,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",9396300214.68,
2022,2,270,Energy,271,Energy supply,4966635759.21,
2022,2,270,Energy,272,Energy conservation,978395806.83,
2022,2,270,Energy,274,Emergency energy preparedness,123420070.54,
2022,2,270,Energy,276,"Energy information, policy, and regulation",819496511.39,
2022,2,300,Natural Resources and Environment,301,Water resources,14554068942.65,
2022,2,300,Natural Resources and Environment,302,Conservation and land management,7245014796.66,
2022,2,300,Natural Resources and Environment,303,Recreational resources,1918162845.76,
2022,2,300,Natural Resources and Environment,304,Pollution control and abatement,6935029861.14,
2022,2,300,Natural Resources and Environment,306,Other natural resources,4064802104.6,
2022,2,350,Agriculture,351,Farm income stabilization,17812493223.9,
2022,2,350,Agriculture,352,Agricultural research and services,4910037927.15,
2022,2,370,Commerce and Housing Credit,371,Mortgage credit,1677830525.87,
2022,2,370,Commerce and Housing Credit,373,Deposit insurance,1569726879.21,
2022,2,370,Commerce and Housing Credit,376,Other advancement of commerce,28784461994.88,
2022,2,400,Transportation,400,Transportation,0.0,
2022,2,400,Transportation,401,Ground transportation,155318286569.16,
2022,2,400,Transportation,402,Air transportation,20695699527.38,
2022,2,400,Transportation,403,Water transportation,5160684677.86,
2022,2,400,Transportation,407,Other transportation,529152023.94,
2022,2,450,Community and Regional Development,451,Community development,1803198040.55,
2022,2,450,Community and Regional Development,452,Area and regional development,25875740072.84,
2022,2,450,Community and Regional Development,453,Disaster relief and insurance,38353922171.0,
2022,2,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",41450155009.37,
2022,2,500,"Education, Training, Employment, and Social Services",502,Higher education,9364959731.23,
2022,2,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1199370125.51,
2022,2,500,"Education, Training, Employment, and Social Services",504,Training and employment,4406993522.16,
2022,2,500,"Education, Training, Employment, and Social Services",505,Other labor services,1428119612.68,
2022,2,500,"Education, Training, Employment, and Social Services",506,Social services,7300990818.98,
2022,2,550,Health,551,Health care services,543122986541.52,
2022,2,550,Health,552,Health research and training,17010159111.81,
2022,2,550,Health,554,Consumer and occupational health and safety,4191812139.6,
2022,2,570,Medicare,571,Medicare,710114397320.69,
2022,2,600,Income Security,601,General retirement and disability insurance (excluding social se,14240875033.48,
2022,2,600,Income Security,602,Federal employee retirement and disability,85062615317.5,
2022,2,600,Income Security,603,Unemployment compensation,66855695117.42,
2022,2,600,Income Security,604,Housing assistance,47568433096.36,
2022,2,600,Income Security,605,Food and nutrition assistance,100649893705.88,
2022,2,600,Income Security,609,Other income security,235980449723.44,
2022,2,650,Social Security,651,Social security,640522763393.14,
2022,2,700,Veterans Benefits and Services,701,Income security for veterans,66558024269.83,
2022,2,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",6790794748.7,
2022,2,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,55831774312.5,
2022,2,700,Veterans Benefits and Services,704,Veterans housing,79208961.87,
2022,2,700,Veterans Benefits and Services,705,Other veterans benefits and services,8079639321.25,
2022,2,750,Administration of Justice,751,Federal law enforcement activities,28212395797.06,
2022,2,750,Administration of Justice,752,Federal litigative and judicial activities,5520572197.66,
2022,2,750,Administration of Justice,753,Federal correctional activities,4223998894.07,
2022,2,750,Administration of Justice,754,Criminal justice assistance,2777603364.4,
2022,2,800,General Government,801,Legislative functions,392383203.32,
2022,2,800,General Government,802,Executive direction and management,254748666.7,
2022,2,800,General Government,803,Central fiscal operations,157238193935.7,
2022,2,800,General Government,804,General property and records management,15812096157.39,
2022,2,800,General Government,805,Central personnel management,23496412343.31,
2022,2,800,General Government,806,General purpose fiscal assistance,15968242622.03,
2022,2,800,General Government,808,Other general government,1583933485.38,
2022,2,900,Net Interest,901,Interest on Treasury debt securities (gross),290288735151.38,
2022,2,900,Net Interest,908,Other interest,9240072316.93,
2022,3,000,Governmental Receipts,000,Governmental Receipts,0.0,
2022,3,050,National Defense,051,Department of Defense-Military,842318403929.42,
2022,3,050,National Defense,053,Atomic energy defense activities,29767980908.69,
2022,3,050,National Defense,054,Defense-related activities,131506467450.66,
2022,3,150,International Affairs,151,International development and humanitarian assistance,22172632787.26,
2022,3,150,International Affairs,152,International security assistance,5578116456.15,
2022,3,150,International Affairs,153,Conduct of foreign affairs,17116345607.63,
2022,3,150,International Affairs,154,Foreign information and exchange activities,1241388103.65,
2022,3,150,International Affairs,155,International financial programs,1152537824.02,
2022,3,250,"General Science, Space, and Technology",251,General science and basic research,10344336017.13,
2022,3,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",17338583694.18,
2022,3,270,Energy,271,Energy supply,9223970290.73,
2022,3,270,Energy,272,Energy conservation,1735533181.89,
2022,3,270,Energy,274,Emergency energy preparedness,278427630.65,
2022,3,270,Energy,276,"Energy information, policy, and regulation",1421747219.07,
2022,3,300,Natural Resources and Environment,301,Water resources,20641215179.63,
2022,3,300,Natural Resources and Environment,302,Conservation and land management,13429682092.7,
2022,3,300,Natural Resources and Environment,303,Recreational resources,3609742595.97,
2022,3,300,Natural Resources and Environment,304,Pollution control and abatement,10481694161.23,
2022,3,300,Natural Resources and Environment,306,Other natural resources,7537319321.63,
2022,3,350,Agriculture,351,Farm income stabilization,23020346735.16,
2022,3,350,Agriculture,352,Agricultural research and services,11372312080.08,
2022,3,370,Commerce and Housing Credit,371,Mortgage credit,5016591600.47,
2022,3,370,Commerce and Housing Credit,373,Deposit insurance,2289018019.81,
2022,3,370,Commerce and Housing Credit,376,Other advancement of commerce,51281648421.54,
2022,3,400,Transportation,400,Transportation,0.0,
2022,3,400,Transportation,401,Ground transportation,180285106772.78,
2022,3,400,Transportation,402,Air transportation,29761973263.52,
2022,3,400,Transportation,403,Water transportation,10348484104.35,
2022,3,400,Transportation,407,Other transportation,930468809.02,
2022,3,450,Community and Regional Development,451,Community development,10661910393.84,
2022,3,450,Community and Regional Development,452,Area and regional development,45812960220.13,
2022,3,450,Community and Regional Development,453,Disaster relief and insurance,52586873007.11,
2022,3,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",42835171839.46,
2022,3,500,"Education, Training, Employment, and Social Services",502,Higher education,68906616912.32,
2022,3,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1958345252.25,
2022,3,500,"Education, Training, Employment, and Social Services",504,Training and employment,7801855402.69,
2022,3,500,"Education, Training, Employment, and Social Services",505,Other labor services,2224804755.29,
2022,3,500,"Education, Training, Employment, and Social Services",506,Social services,19027726176.04,
2022,3,550,Health,551,Health care services,767062822741.17,
2022,3,550,Health,552,Health research and training,34006969820.44,
2022,3,550,Health,554,Consumer and occupational health and safety,6553632189.02,
2022,3,570,Medicare,571,Medicare,1049348712793.99,
2022,3,600,Income Security,601,General retirement and disability insurance (excluding social se,25295096350.93,
2022,3,600,Income Security,602,Federal employee retirement and disability,128576902120.08,
2022,3,600,Income Security,603,Unemployment compensation,23411686567.72,
2022,3,600,Income Security,604,Housing assistance,79101402417.0,
2022,3,600,Income Security,605,Food and nutrition assistance,147251142964.57,
2022,3,600,Income Security,609,Other income security,323692301181.08,
2022,3,650,Social Security,651,Social security,965388733416.57,
2022,3,700,Veterans Benefits and Services,701,Income security for veterans,99617288824.94,
2022,3,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",9253729440.85,
2022,3,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,85022800195.0,
2022,3,700,Veterans Benefits and Services,704,Veterans housing,1991884858.86,
2022,3,700,Veterans Benefits and Services,705,Other veterans benefits and services,12745740252.18,
2022,3,750,Administration of Justice,751,Federal law enforcement activities,45095723811.02,
2022,3,750,Administration of Justice,752,Federal litigative and judicial activities,8935456287.94,
2022,3,750,Administration of Justice,753,Federal correctional activities,6731621193.83,
2022,3,750,Administration of Justice,754,Criminal justice assistance,4015233717.5,
2022,3,800,General Government,801,Legislative functions,575478348.56,
2022,3,800,General Government,802,Executive direction and management,495920486.14,
2022,3,800,General Government,803,Central fiscal operations,270725698987.78,
2022,3,800,General Government,804,General property and records management,25768293797.46,
2022,3,800,General Government,805,Central personnel management,35377402565.83,
2022,3,800,General Government,806,General purpose fiscal assistance,16235359899.7,
2022,3,800,General Government,808,Other general government,2711031874.24,
2022,3,900,Net Interest,901,Interest on Treasury debt securities (gross),520955170036.25,
2022,3,900,Net Interest,908,Other interest,13707904151.12,
2022,4,000,Governmental Receipts,000,Governmental Receipts,0.0,
2022,4,050,National Defense,051,Department of Defense-Military,989759970057.43,
2022,4,050,National Defense,053,Atomic energy defense activities,35450915179.7,
2022,4,050,National Defense,054,Defense-related activities,135764615368.42,
2022,4,150,International Affairs,151,International development and humanitarian assistance,44415777419.51,
2022,4,150,International Affairs,152,International security assistance,16910138120.87,
2022,4,150,International Affairs,153,Conduct of foreign affairs,29931346295.76,
2022,4,150,International Affairs,154,Foreign information and exchange activities,2033960409.07,
2022,4,150,International Affairs,155,International financial programs,1265948961.77,
2022,4,250,"General Science, Space, and Technology",251,General science and basic research,19039836510.27,
2022,4,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",25681367805.74,
2022,4,270,Energy,271,Energy supply,11646812972.58,
2022,4,270,Energy,272,Energy conservation,3639885164.81,
2022,4,270,Energy,274,Emergency energy preparedness,352276117.39,
2022,4,270,Energy,276,"Energy information, policy, and regulation",2146939942.61,
2022,4,300,Natural Resources and Environment,301,Water resources,32453909074.84,
2022,4,300,Natural Resources and Environment,302,Conservation and land management,22950233320.92,
2022,4,300,Natural Resources and Environment,303,Recreational resources,6275725619.03,
2022,4,300,Natural Resources and Environment,304,Pollution control and abatement,20365749533.72,
2022,4,300,Natural Resources and Environment,306,Other natural resources,12635333295.54,
2022,4,350,Agriculture,351,Farm income stabilization,52002082062.19,
2022,4,350,Agriculture,352,Agricultural research and services,13980374147.39,
2022,4,370,Commerce and Housing Credit,371,Mortgage credit,2938155847.85,
2022,4,370,Commerce and Housing Credit,373,Deposit insurance,2995027348.14,
2022,4,370,Commerce and Housing Credit,376,Other advancement of commerce,66528761632.09,
2022,4,400,Transportation,400,Transportation,0.0,
2022,4,400,Transportation,401,Ground transportation,235603966347.65,
2022,4,400,Transportation,402,Air transportation,40833001249.17,
2022,4,400,Transportation,403,Water transportation,15834511854.61,
2022,4,400,Transportation,407,Other transportation,1563905305.84,
2022,4,450,Community and Regional Development,451,Community development,15194932714.63,
2022,4,450,Community and Regional Development,452,Area and regional development,13755947056.11,
2022,4,450,Community and Regional Development,453,Disaster relief and insurance,74298115295.37,
2022,4,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",65492460063.01,
2022,4,500,"Education, Training, Employment, and Social Services",502,Higher education,550248127627.32,
2022,4,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,2520504762.1,
2022,4,500,"Education, Training, Employment, and Social Services",504,Training and employment,11372036269.35,
2022,4,500,"Education, Training, Employment, and Social Services",505,Other labor services,3175449517.61,
2022,4,500,"Education, Training, Employment, and Social Services",506,Social services,24166991988.51,
2022,4,550,Health,551,Health care services,1009226551836.84,
2022,4,550,Health,552,Health research and training,56493902046.75,
2022,4,550,Health,554,Consumer and occupational health and safety,10058169954.89,
2022,4,570,Medicare,571,Medicare,1484160985811.94,
2022,4,600,Income Security,601,General retirement and disability insurance (excluding social se,33604113532.53,
2022,4,600,Income Security,602,Federal employee retirement and disability,172476162864.98,
2022,4,600,Income Security,603,Unemployment compensation,44656231519.98,
2022,4,600,Income Security,604,Housing assistance,63942740773.96,
2022,4,600,Income Security,605,Food and nutrition assistance,192672867073.54,
2022,4,600,Income Security,609,Other income security,371146348124.72,
2022,4,650,Social Security,651,Social security,1296047055351.07,
2022,4,700,Veterans Benefits and Services,701,Income security for veterans,132581825193.08,
2022,4,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",12202602346.78,
2022,4,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,119629246085.9,
2022,4,700,Veterans Benefits and Services,704,Veterans housing,2140099299.31,
2022,4,700,Veterans Benefits and Services,705,Other veterans benefits and services,17798052682.06,
2022,4,750,Administration of Justice,751,Federal law enforcement activities,65865105493.91,
2022,4,750,Administration of Justice,752,Federal litigative and judicial activities,11670639723.01,
2022,4,750,Administration of Justice,753,Federal correctional activities,9172284844.55,
2022,4,750,Administration of Justice,754,Criminal justice assistance,9581613344.56,
2022,4,800,General Government,801,Legislative functions,763016775.15,
2022,4,800,General Government,802,Executive direction and management,668002858.11,
2022,4,800,General Government,803,Central fiscal operations,327417563327.08,
2022,4,800,General Government,804,General property and records management,38261176047.96,
2022,4,800,General Government,805,Central personnel management,47777690818.96,
2022,4,800,General Government,806,General purpose fiscal assistance,20547943142.13,
2022,4,800,General Government,808,Other general government,3259548666.22,
2022,4,900,Net Interest,901,Interest on Treasury debt securities (gross),717611112578.87,
2022,4,900,Net Interest,908,Other interest,18334727275.86,
2023,1,000,Governmental Receipts,000,Governmental Receipts,0.0,
2023,1,050,National Defense,051,Department of Defense-Military,253076836703.22,
2023,1,050,National Defense,053,Atomic energy defense activities,6842585831.15,
2023,1,050,National Defense,054,Defense-related activities,133733748284.83,
2023,1,150,International Affairs,151,International development and humanitarian assistance,4900636590.56,
2023,1,150,International Affairs,152,International security assistance,5865586507.26,
2023,1,150,International Affairs,153,Conduct of foreign affairs,5314859940.13,
2023,1,150,International Affairs,154,Foreign information and exchange activities,277317519.82,
2023,1,150,International Affairs,155,International financial programs,6169758380.21,
2023,1,250,"General Science, Space, and Technology",251,General science and basic research,2187010165.48,
2023,1,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",4733131071.34,
2023,1,270,Energy,271,Energy supply,2756477192.37,
2023,1,270,Energy,272,Energy conservation,666572060.47,
2023,1,270,Energy,274,Emergency energy preparedness,39165373.78,
2023,1,270,Energy,276,"Energy information, policy, and regulation",398200741.62,
2023,1,300,Natural Resources and Environment,301,Water resources,8251221479.29,
2023,1,300,Natural Resources and Environment,302,Conservation and land management,4687224571.4,
2023,1,300,Natural Resources and Environment,303,Recreational resources,960186333.03,
2023,1,300,Natural Resources and Environment,304,Pollution control and abatement,3341721935.35,
2023,1,300,Natural Resources and Environment,306,Other natural resources,2029887155.55,
2023,1,350,Agriculture,351,Farm income stabilization,8625894974.4,
2023,1,350,Agriculture,352,Agricultural research and services,2840537857.55,
2023,1,370,Commerce and Housing Credit,371,Mortgage credit,239229135.71,
2023,1,370,Commerce and Housing Credit,373,Deposit insurance,871308879.46,
2023,1,370,Commerce and Housing Credit,376,Other advancement of commerce,12254524195.64,
2023,1,400,Transportation,400,Transportation,0.0,
2023,1,400,Transportation,401,Ground transportation,7105320042.0,
2023,1,400,Transportation,402,Air transportation,8258716514.21,
2023,1,400,Transportation,403,Water transportation,2882847850.06,
2023,1,400,Transportation,407,Other transportation,293772853.42,
2023,1,450,Community and Regional Development,451,Community development,3581235916.12,
2023,1,450,Community and Regional Development,452,Area and regional development,1268023224.72,
2023,1,450,Community and Regional Development,453,Disaster relief and insurance,14329980614.16,
2023,1,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",23626908590.6,
2023,1,500,"Education, Training, Employment, and Social Services",502,Higher education,24665491725.53,
2023,1,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,750264731.81,
2023,1,500,"Education, Training, Employment, and Social Services",504,Training and employment,2793690881.17,
2023,1,500,"Education, Training, Employment, and Social Services",505,Other labor services,628547208.89,
2023,1,500,"Education, Training, Employment, and Social Services",506,Social services,3869838084.34,
2023,1,550,Health,551,Health care services,230910090620.23,
2023,1,550,Health,552,Health research and training,7615219496.81,
2023,1,550,Health,554,Consumer and occupational health and safety,2072939424.67,
2023,1,570,Medicare,571,Medicare,342072088598.91,
2023,1,600,Income Security,601,General retirement and disability insurance (excluding social se,44283116275.46,
2023,1,600,Income Security,602,Federal employee retirement and disability,46276994139.23,
2023,1,600,Income Security,603,Unemployment compensation,6976948222.49,
2023,1,600,Income Security,604,Housing assistance,16499228631.63,
2023,1,600,Income Security,605,Food and nutrition assistance,53193568372.14,
2023,1,600,Income Security,609,Other income security,58307380511.34,
2023,1,650,Social Security,651,Social security,334514752867.39,
2023,1,700,Veterans Benefits and Services,701,Income security for veterans,38296137833.56,
2023,1,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",3418084465.23,
2023,1,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,30978551473.69,
2023,1,700,Veterans Benefits and Services,704,Veterans housing,94945407.73,
2023,1,700,Veterans Benefits and Services,705,Other veterans benefits and services,4503608993.25,
2023,1,750,Administration of Justice,751,Federal law enforcement activities,16318987837.25,
2023,1,750,Administration of Justice,752,Federal litigative and judicial activities,2769220666.94,
2023,1,750,Administration of Justice,753,Federal correctional activities,2466743995.5,
2023,1,750,Administration of Justice,754,Criminal justice assistance,1137705770.44,
2023,1,800,General Government,801,Legislative functions,207685328.27,
2023,1,800,General Government,802,Executive direction and management,119915765.64,
2023,1,800,General Government,803,Central fiscal operations,67637201767.12,
2023,1,800,General Government,804,General property and records management,9366714286.96,
2023,1,800,General Government,805,Central personnel management,11782514191.44,
2023,1,800,General Government,806,General purpose fiscal assistance,2522870229.99,
2023,1,800,General Government,808,Other general government,574670080.69,
2023,1,900,Net Interest,901,Interest on Treasury debt securities (gross),210005326305.35,
2023,1,900,Net Interest,908,Other interest,5258124845.42,
2023,2,000,Governmental Receipts,000,Governmental Receipts,0.0,
2023,2,050,National Defense,051,Department of Defense-Military,671513212736.49,
2023,2,050,National Defense,053,Atomic energy defense activities,26576115957.94,
2023,2,050,National Defense,054,Defense-related activities,137198083165.99,
2023,2,150,International Affairs,151,International development and humanitarian assistance,12763954361.39,
2023,2,150,International Affairs,152,International security assistance,11427259220.22,
2023,2,150,International Affairs,153,Conduct of foreign affairs,11120463188.04,
2023,2,150,International Affairs,154,Foreign information and exchange activities,980164714.16,
2023,2,150,International Affairs,155,International financial programs,8656280983.2,
2023,2,250,"General Science, Space, and Technology",251,General science and basic research,7091471087.88,
2023,2,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",12657353635.78,
2023,2,270,Energy,271,Energy supply,6122964776.43,
2023,2,270,Energy,272,Energy conservation,2207184972.69,
2023,2,270,Energy,274,Emergency energy preparedness,101699427.15,
2023,2,270,Energy,276,"Energy information, policy, and regulation",1011827186.72,
2023,2,300,Natural Resources and Environment,301,Water resources,15920639245.66,
2023,2,300,Natural Resources and Environment,302,Conservation and land management,10843433894.1,
2023,2,300,Natural Resources and Environment,303,Recreational resources,2421430854.16,
2023,2,300,Natural Resources and Environment,304,Pollution control and abatement,7134779452.94,
2023,2,300,Natural Resources and Environment,306,Other natural resources,5122795425.83,
2023,2,350,Agriculture,351,Farm income stabilization,40018002802.48,
2023,2,350,Agriculture,352,Agricultural research and services,6416198987.48,
2023,2,370,Commerce and Housing Credit,371,Mortgage credit,837400450.68,
2023,2,370,Commerce and Housing Credit,373,Deposit insurance,70441854163.46,
2023,2,370,Commerce and Housing Credit,376,Other advancement of commerce,22372790847.0,
2023,2,400,Transportation,400,Transportation,62000000.0,
2023,2,400,Transportation,401,Ground transportation,22598249714.99,
2023,2,400,Transportation,402,Air transportation,24215714012.63,
2023,2,400,Transportation,403,Water transportation,6706029249.8,
2023,2,400,Transportation,407,Other transportation,694451984.33,
2023,2,450,Community and Regional Development,451,Community development,5361807772.94,
2023,2,450,Community and Regional Development,452,Area and regional development,3855426699.45,
2023,2,450,Community and Regional Development,453,Disaster relief and insurance,26949820619.35,
2023,2,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",25412559415.52,
2023,2,500,"Education, Training, Employment, and Social Services",502,Higher education,56109293085.34,
2023,2,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1408729407.44,
2023,2,500,"Education, Training, Employment, and Social Services",504,Training and employment,5683105010.84,
2023,2,500,"Education, Training, Employment, and Social Services",505,Other labor services,1469736256.23,
2023,2,500,"Education, Training, Employment, and Social Services",506,Social services,13039197015.68,
2023,2,550,Health,551,Health care services,523694907136.53,
2023,2,550,Health,552,Health research and training,19730284915.25,
2023,2,550,Health,554,Consumer and occupational health and safety,4548712526.95,
2023,2,570,Medicare,571,Medicare,754597264874.03,
2023,2,600,Income Security,601,General retirement and disability insurance (excluding social se,51545038457.3,
